rain_1h,snow_1h,clouds_all,date_time,traffic_volume,temp_c,hour,day_of_week,month,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,is_weekend,is_rush_hour,is_holiday,weather_Clear,weather_Clouds,weather_Drizzle,weather_Fog,weather_Haze,weather_Mist,weather_Rain,weather_Smoke,weather_Snow,weather_Squall,weather_Thunderstorm,congestion
0.0,0.0,1,2012-10-02 23:00:00,963,12.300000000000011,23,1,10,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-03 00:00:00,506,11.480000000000018,0,2,10,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-03 01:00:00,321,10.32000000000005,1,2,10,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-03 02:00:00,273,8.03000000000003,2,2,10,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-03 03:00:00,367,7.939999999999998,3,2,10,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-03 04:00:00,814,6.3799999999999955,4,2,10,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-03 05:00:00,2718,5.470000000000027,5,2,10,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-03 06:00:00,5673,5.080000000000041,6,2,10,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1,2012-10-03 08:00:00,6511,4.970000000000027,8,2,10,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1,2012-10-03 09:00:00,5471,9.330000000000041,9,2,10,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1,2012-10-03 12:00:00,5097,18.82000000000005,12,2,10,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1,2012-10-03 13:00:00,4887,20.08000000000004,13,2,10,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-03 14:00:00,5337,21.160000000000025,14,2,10,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1,2012-10-03 15:00:00,5692,22.02000000000004,15,2,10,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1,2012-10-03 16:00:00,6137,21.980000000000018,16,2,10,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,20,2012-10-03 18:00:00,4623,20.510000000000048,18,2,10,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,20,2012-10-03 19:00:00,3591,17.5,19,2,10,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,20,2012-10-03 20:00:00,2898,15.04000000000002,20,2,10,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-03 21:00:00,2637,13.950000000000045,21,2,10,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-03 22:00:00,1777,13.100000000000023,22,2,10,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-03 23:00:00,1015,12.110000000000014,23,2,10,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-04 00:00:00,598,11.400000000000034,0,3,10,0.0,1.0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-04 01:00:00,369,10.32000000000005,1,3,10,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-04 02:00:00,312,10.020000000000039,2,3,10,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-04 03:00:00,367,8.890000000000043,3,3,10,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-04 04:00:00,835,8.54000000000002,4,3,10,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-04 05:00:00,2726,8.170000000000016,5,3,10,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-04 06:00:00,5689,7.590000000000032,6,3,10,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1,2012-10-04 07:00:00,6990,7.420000000000016,7,3,10,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1,2012-10-04 08:00:00,5985,8.710000000000036,8,3,10,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1,2012-10-04 09:00:00,5309,11.830000000000041,9,3,10,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1,2012-10-04 10:00:00,4603,16.03000000000003,10,3,10,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-04 11:00:00,4884,18.400000000000034,11,3,10,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-04 12:00:00,5104,21.82000000000005,12,3,10,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1,2012-10-04 13:00:00,5178,23.230000000000018,13,3,10,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1,2012-10-04 14:00:00,5501,24.170000000000016,14,3,10,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1,2012-10-04 15:00:00,5713,25.02000000000004,15,3,10,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,20,2012-10-04 16:00:00,6292,24.910000000000025,16,3,10,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,20,2012-10-04 17:00:00,6057,24.52000000000004,17,3,10,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,40,2012-10-04 18:00:00,4907,23.210000000000036,18,3,10,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,40,2012-10-04 19:00:00,3503,20.700000000000045,19,3,10,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,40,2012-10-04 20:00:00,3037,19.28000000000003,20,3,10,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,75,2012-10-04 21:00:00,2822,18.620000000000005,21,3,10,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,75,2012-10-04 22:00:00,1992,18.210000000000036,22,3,10,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,75,2012-10-04 23:00:00,1166,17.970000000000027,23,3,10,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,75,2012-10-05 00:00:00,627,17.480000000000018,0,4,10,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,40,2012-10-05 01:00:00,388,17.310000000000002,1,4,10,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0,2012-10-05 03:00:00,368,16.110000000000014,3,4,10,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,75,2012-10-05 05:00:00,2489,10.060000000000002,5,4,10,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,90,2012-10-05 06:00:00,5537,9.090000000000032,6,4,10,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,90,2012-10-05 07:00:00,6628,8.54000000000002,7,4,10,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,90,2012-10-05 08:00:00,5534,7.420000000000016,8,4,10,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,75,2012-10-05 09:00:00,5403,6.8700000000000045,9,4,10,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,75,2012-10-05 10:00:00,4770,6.960000000000036,10,4,10,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,90,2012-10-05 11:00:00,5217,6.850000000000023,11,4,10,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,90,2012-10-05 12:00:00,5870,7.3799999999999955,12,4,10,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,75,2012-10-05 13:00:00,5967,8.28000000000003,13,4,10,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,90,2012-10-05 14:00:00,6108,8.629999999999995,14,4,10,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,90,2012-10-05 15:00:00,6128,8.760000000000048,15,4,10,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,90,2012-10-05 16:00:00,6069,8.580000000000041,16,4,10,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,90,2012-10-05 17:00:00,6169,8.270000000000039,17,4,10,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,90,2012-10-05 18:00:00,5384,7.720000000000027,18,4,10,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,90,2012-10-05 19:00:00,4063,7.0,19,4,10,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,90,2012-10-05 20:00:00,3364,6.6299999999999955,20,4,10,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,75,2012-10-05 21:00:00,2971,6.5,21,4,10,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,40,2012-10-05 22:00:00,2450,6.07000000000005,22,4,10,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,40,2012-10-05 23:00:00,1832,5.910000000000025,23,4,10,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,90,2012-10-06 00:00:00,1231,5.660000000000025,0,5,10,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,90,2012-10-06 01:00:00,718,5.400000000000034,1,5,10,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,90,2012-10-06 02:00:00,545,5.439999999999998,2,5,10,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,75,2012-10-06 04:00:00,411,3.840000000000032,4,5,10,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,20,2012-10-06 05:00:00,688,3.2000000000000455,5,5,10,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-06 06:00:00,1352,2.25,6,5,10,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-06 07:00:00,2072,2.0200000000000387,7,5,10,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1,2012-10-06 08:00:00,3342,1.8400000000000318,8,5,10,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,40,2012-10-06 09:00:00,4258,1.9399999999999977,9,5,10,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,20,2012-10-06 10:00:00,4861,3.730000000000018,10,5,10,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,20,2012-10-06 11:00:00,5191,4.890000000000043,11,5,10,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,40,2012-10-06 12:00:00,5669,5.930000000000007,12,5,10,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,75,2012-10-06 13:00:00,5074,6.970000000000027,13,5,10,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,75,2012-10-06 14:00:00,5025,7.100000000000023,14,5,10,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,75,2012-10-06 15:00:00,5153,6.850000000000023,15,5,10,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,90,2012-10-06 16:00:00,5024,5.910000000000025,16,5,10,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,90,2012-10-06 17:00:00,4779,5.760000000000048,17,5,10,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,90,2012-10-06 18:00:00,4362,5.240000000000009,18,5,10,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,90,2012-10-06 19:00:00,3860,5.010000000000048,19,5,10,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,90,2012-10-06 20:00:00,3160,5.010000000000048,20,5,10,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,90,2012-10-06 21:00:00,2992,4.78000000000003,21,5,10,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,90,2012-10-06 22:00:00,3202,3.75,22,5,10,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,75,2012-10-06 23:00:00,1941,3.1899999999999977,23,5,10,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,75,2012-10-07 00:00:00,1233,2.9600000000000364,0,6,10,0.0,1.0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,90,2012-10-07 03:00:00,323,2.580000000000041,3,6,10,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,90,2012-10-07 04:00:00,312,2.5,4,6,10,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.0,75,2012-10-07 05:00:00,627,2.3600000000000136,5,6,10,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
